"State","Year","Crop","Area","Production"
"Rajasthan","2006","Arhar/Tur","18555.000000","9287"
"Rajasthan","2006","Bajra","4910409.000000","3440400"
"Rajasthan","2006","Banana","3.000000","0"
"Rajasthan","2006","Barley","232269.000000","591582"
"Rajasthan","2006","Castor seed","91821.000000","100646"
"Rajasthan","2006","Coriander","131137.000000","155101"
"Rajasthan","2006","Cotton(lint)","349602.000000","126955"
"Rajasthan","2006","Dry chillies","18374.000000","16176"
"Rajasthan","2006","Dry ginger","149.000000","177"
"Rajasthan","2006","Garlic","18163.000000","96875"
"Rajasthan","2006","Gram","1010754.000000","872559"
"Rajasthan","2006","Groundnut","306037.000000","399509"
"Rajasthan","2006","Guar seed","2804913.000000","658426"
"Rajasthan","2006","Jowar","662055.000000","367816"
"Rajasthan","2006","Linseed","1264.000000","998"
"Rajasthan","2006","Maize","1032079.000000","1117941"
"Rajasthan","2006","Masoor","14003.000000","12947"
"Rajasthan","2006","Moong(Green Gram)","759454.000000","271112"
"Rajasthan","2006","Moth","1151161.000000","190565"
"Rajasthan","2006","Onion","41257.000000","397373"
"Rajasthan","2006","Other  Rabi pulses","19669.000000","21206"
"Rajasthan","2006","Other Kharif pulses","114349.000000","48050"
"Rajasthan","2006","Peas & beans (Pulses)","11323.000000","23702"
"Rajasthan","2006","Potato","6043.000000","80042"
"Rajasthan","2006","Rapeseed &Mustard","3211687.000000","3805614"
"Rajasthan","2006","Rice","107758.000000","169823"
"Rajasthan","2006","Sannhamp","1102.000000","537"
"Rajasthan","2006","Sesamum","273345.000000","88694"
"Rajasthan","2006","Small millets","16715.000000","4382"
"Rajasthan","2006","Soyabean","641114.000000","771347"
"Rajasthan","2006","Sugarcane","10897.000000","628963"
"Rajasthan","2006","Sunflower","274.000000","249"
"Rajasthan","2006","Sweet potato","1687.000000","5192"
"Rajasthan","2006","Tobacco","446.000000","623"
"Rajasthan","2006","Turmeric","136.000000","621"
"Rajasthan","2006","Urad","107946.000000","31557"
"Rajasthan","2006","Wheat","2564840.000000","7755883"
"Rajasthan","2007","Arhar/Tur","17692.000000","15530"
"Rajasthan","2007","Bajra","5108580.000000","4240852"
"Rajasthan","2007","Banana","17.000000","0"
"Rajasthan","2007","Barley","249165.000000","538982"
"Rajasthan","2007","Castor seed","126337.000000","186578"
"Rajasthan","2007","Coriander","212961.000000","166127"
"Rajasthan","2007","Cotton(lint)","369179.000000","146576"
"Rajasthan","2007","Dry chillies","22089.000000","30152"
"Rajasthan","2007","Dry ginger","131.000000","261"
"Rajasthan","2007","Garlic","35573.000000","196861"
"Rajasthan","2007","Gram","1231282.000000","574166"
"Rajasthan","2007","Groundnut","279423.000000","481645"
"Rajasthan","2007","Guar seed","2909794.000000","1243732"
"Rajasthan","2007","Jowar","623119.000000","392653"
"Rajasthan","2007","Linseed","727.000000","563"
"Rajasthan","2007","Maize","1055538.000000","1961513"
"Rajasthan","2007","Masoor","14822.000000","10461"
"Rajasthan","2007","Mesta","1.000000","0"
"Rajasthan","2007","Moong(Green Gram)","1060182.000000","416773"
"Rajasthan","2007","Moth","1251797.000000","392987"
"Rajasthan","2007","Onion","42747.000000","391636"
"Rajasthan","2007","Other  Rabi pulses","14301.000000","11763"
"Rajasthan","2007","Other Kharif pulses","129209.000000","47892"
"Rajasthan","2007","other oilseeds","39888.000000","10327"
"Rajasthan","2007","Peas & beans (Pulses)","4718.000000","6264"
"Rajasthan","2007","Potato","11254.000000","114335"
"Rajasthan","2007","Rapeseed &Mustard","2458197.000000","2351970"
"Rajasthan","2007","Rice","127831.000000","259657"
"Rajasthan","2007","Sannhamp","1007.000000","611"
"Rajasthan","2007","Sesamum","314873.000000","126862"
"Rajasthan","2007","Small millets","16215.000000","10035"
"Rajasthan","2007","Soyabean","797657.000000","1071304"
"Rajasthan","2007","Sugarcane","10401.000000","594056"
"Rajasthan","2007","Sunflower","40.000000","97"
"Rajasthan","2007","Sweet potato","2115.000000","6437"
"Rajasthan","2007","Tobacco","493.000000","581"
"Rajasthan","2007","Turmeric","104.000000","490"
"Rajasthan","2007","Urad","144800.000000","76671"
"Rajasthan","2007","Wheat","2592188.000000","7126040"
"Rajasthan","2008","Arhar/Tur","19343.000000","14880"
"Rajasthan","2008","Bajra","5206162.000000","4293938"
"Rajasthan","2008","Banana","10.000000","0"
"Rajasthan","2008","Barley","286950.000000","878382"
"Rajasthan","2008","Castor seed","147316.000000","193884"
"Rajasthan","2008","Coriander","245198.000000","273693"
"Rajasthan","2008","Cotton(lint)","302687.000000","123424"
"Rajasthan","2008","Dry chillies","16866.000000","22489"
"Rajasthan","2008","Dry ginger","163.000000","362"
"Rajasthan","2008","Garlic","24134.000000","122038"
"Rajasthan","2008","Gram","1259428.000000","981135"
"Rajasthan","2008","Groundnut","324209.000000","540300"
"Rajasthan","2008","Guar seed","3318184.000000","1261067"
"Rajasthan","2008","Jowar","576689.000000","333003"
"Rajasthan","2008","Linseed","2526.000000","3582"
"Rajasthan","2008","Maize","1053878.000000","1831110"
"Rajasthan","2008","Masoor","20637.000000","17881"
"Rajasthan","2008","Moong(Green Gram)","886019.000000","373364"
"Rajasthan","2008","Moth","1220810.000000","325143"
"Rajasthan","2008","Onion","40118.000000","365888"
"Rajasthan","2008","Other  Rabi pulses","4164.000000","3701"
"Rajasthan","2008","Other Kharif pulses","119801.000000","63119"
"Rajasthan","2008","other oilseeds","101562.000000","36586"
"Rajasthan","2008","Peas & beans (Pulses)","3816.000000","6440"
"Rajasthan","2008","Potato","9134.000000","92800"
"Rajasthan","2008","Rapeseed &Mustard","2737998.000000","3465930"
"Rajasthan","2008","Rice","133418.000000","241082"
"Rajasthan","2008","Sannhamp","1150.000000","823"
"Rajasthan","2008","Sesamum","521210.000000","152461"
"Rajasthan","2008","Small millets","15844.000000","3005"
"Rajasthan","2008","Soyabean","829468.000000","807871"
"Rajasthan","2008","Sugarcane","6526.000000","387814"
"Rajasthan","2008","Sweet potato","1416.000000","0"
"Rajasthan","2008","Tobacco","746.000000","824"
"Rajasthan","2008","Turmeric","97.000000","248"
"Rajasthan","2008","Urad","137230.000000","40590"
"Rajasthan","2008","Wheat","2294858.000000","7287074"
"Rajasthan","2009","Arhar/Tur","18398.000000","6977"
"Rajasthan","2009","Bajra","5223564.000000","2034875"
"Rajasthan","2009","Banana","10.000000","0"
"Rajasthan","2009","Barley","223440.000000","619766"
"Rajasthan","2009","Castor seed","130943.000000","86163"
"Rajasthan","2009","Coriander","232270.000000","281076"
"Rajasthan","2009","Cotton(lint)","444540.000000","153524"
"Rajasthan","2009","Dry chillies","14420.000000","13649"
"Rajasthan","2009","Dry ginger","167.000000","472"
"Rajasthan","2009","Garlic","24693.000000","98411"
"Rajasthan","2009","Gram","884680.000000","534629"
"Rajasthan","2009","Groundnut","336177.000000","354458"
"Rajasthan","2009","Guar seed","2586857.000000","201125"
"Rajasthan","2009","Jowar","718558.000000","104192"
"Rajasthan","2009","Linseed","3263.000000","6539"
"Rajasthan","2009","Maize","1100216.000000","1144716"
"Rajasthan","2009","Masoor","27047.000000","24198"
"Rajasthan","2009","Mesta","4.000000","0"
"Rajasthan","2009","Moong(Green Gram)","923134.000000","43981"
"Rajasthan","2009","Moth","1299486.000000","39786"
"Rajasthan","2009","Onion","44534.000000","329050"
"Rajasthan","2009","Other  Rabi pulses","8176.000000","10079"
"Rajasthan","2009","Other Kharif pulses","126303.000000","11679"
"Rajasthan","2009","other oilseeds","98666.000000","35910"
"Rajasthan","2009","Potato","8533.000000","96404"
"Rajasthan","2009","Rapeseed &Mustard","2212357.000000","2912294"
"Rajasthan","2009","Rice","150694.000000","228284"
"Rajasthan","2009","Sannhamp","2028.000000","514"
"Rajasthan","2009","Sesamum","598318.000000","97234"
"Rajasthan","2009","Small millets","18644.000000","2556"
"Rajasthan","2009","Soyabean","778372.000000","914588"
"Rajasthan","2009","Sugarcane","5986.000000","344502"
"Rajasthan","2009","Sweet potato","1102.000000","0"
"Rajasthan","2009","Tobacco","1206.000000","1185"
"Rajasthan","2009","Turmeric","70.000000","132"
"Rajasthan","2009","Urad","116381.000000","30572"
"Rajasthan","2009","Wheat","2394213.000000","7500851"
"Rajasthan","2010","Arhar/Tur","21410.000000","16237"
"Rajasthan","2010","Bajra","5519448.000000","6117800"
"Rajasthan","2010","Banana","3.000000","0"
"Rajasthan","2010","Barley","327991.000000","934651"
"Rajasthan","2010","Castor seed","166746.000000","241244"
"Rajasthan","2010","Coriander","198052.000000","219077"
"Rajasthan","2010","Cotton(lint)","335871.000000","145690"
"Rajasthan","2010","Dry chillies","13839.000000","14865"
"Rajasthan","2010","Dry ginger","210.000000","459"
"Rajasthan","2010","Garlic","31460.000000","186441"
"Rajasthan","2010","Gram","1783281.000000","1600718"
"Rajasthan","2010","Groundnut","349331.000000","686817"
"Rajasthan","2010","Guar seed","2980946.000000","1540544"
"Rajasthan","2010","Jowar","726914.000000","508877"
"Rajasthan","2010","Linseed","1744.000000","2258"
"Rajasthan","2010","Maize","1147191.000000","2061424"
"Rajasthan","2010","Masoor","44070.000000","38449"
"Rajasthan","2010","Moong(Green Gram)","1049490.000000","652228"
"Rajasthan","2010","Moth","1593392.000000","774698"
"Rajasthan","2010","Onion","52606.000000","541107"
"Rajasthan","2010","Other  Rabi pulses","9130.000000","9647"
"Rajasthan","2010","Other Kharif pulses","123205.000000","65778"
"Rajasthan","2010","other oilseeds","1197175.000000","486366"
"Rajasthan","2010","Potato","10521.000000","76019"
"Rajasthan","2010","Rapeseed &Mustard","2489892.000000","3883283"
"Rajasthan","2010","Rice","131126.000000","265545"
"Rajasthan","2010","Sannhamp","820.000000","399"
"Rajasthan","2010","Sesamum","548011.000000","223431"
"Rajasthan","2010","Small millets","17766.000000","9553"
"Rajasthan","2010","Soyabean","765499.000000","1118103"
"Rajasthan","2010","Sugarcane","5512.000000","369354"
"Rajasthan","2010","Sunflower","3.000000","1"
"Rajasthan","2010","Sweet potato","966.000000","2665"
"Rajasthan","2010","Tobacco","560.000000","791"
"Rajasthan","2010","Turmeric","89.000000","234"
"Rajasthan","2010","Urad","127792.000000","94156"
"Rajasthan","2010","Wheat","3036141.000000","10424350"
"Sikkim","2000","Barley","1140.000000","1210"
"Sikkim","2000","Maize","39903.000000","59611"
"Sikkim","2000","Other Cereals & Millets","1990.000000","1530"
"Sikkim","2000","Other Kharif pulses","2250.000000","2416"
"Sikkim","2000","other oilseeds","80.000000","34"
"Sikkim","2000","Rapeseed &Mustard","5760.000000","3938"
"Sikkim","2000","Rice","15218.000000","21358"
"Sikkim","2000","Small millets","4563.000000","4232"
"Sikkim","2000","Soyabean","4150.000000","3410"
"Sikkim","2000","Urad","3780.000000","2748"
"Sikkim","2000","Wheat","7215.000000","10103"
"Sikkim","2001","Barley","1180.000000","1332"
"Sikkim","2001","Maize","40110.000000","57014"
"Sikkim","2001","Oilseeds total","8000.000000","4000"
"Sikkim","2001","Other Kharif pulses","2860.000000","3205"
"Sikkim","2001","Rapeseed &Mustard","5800.000000","3791"
"Sikkim","2001","Rice","14900.000000","21372"
"Sikkim","2001","Small millets","4928.000000","4460"
"Sikkim","2001","Soyabean","4150.000000","3314"
"Sikkim","2001","Urad","3780.000000","2709"
"Sikkim","2001","Wheat","8710.000000","10485"
"Sikkim","2002","Barley","1230.000000","1500"
"Sikkim","2002","Maize","36720.000000","53210"
"Sikkim","2002","Oilseeds total","6000.000000","3000"
"Sikkim","2002","Other Fresh Fruits","7060.000000","6680"
"Sikkim","2002","Other Kharif pulses","2900.000000","3470"
"Sikkim","2002","other oilseeds","60.000000","30"
"Sikkim","2002","Other Vegetables","13940.000000","59680"
"Sikkim","2002","Potato","5760.000000","27020"
"Sikkim","2002","Rapeseed &Mustard","4800.000000","3360"
"Sikkim","2002","Rice","14790.000000","21220"
"Sikkim","2002","Small millets","4340.000000","3740"
"Sikkim","2002","Soyabean","3890.000000","2910"
"Sikkim","2002","Urad","3780.000000","2790"
"Sikkim","2002","Wheat","8330.000000","10400"
"Sikkim","2003","Barley","1230.000000","1510"
"Sikkim","2003","Maize","36700.000000","57050"
"Sikkim","2003","Other Fresh Fruits","7630.000000","11510"
"Sikkim","2003","other oilseeds","60.000000","30"
"Sikkim","2003","Other Vegetables","9650.000000","43940"
"Sikkim","2003","Potato","7470.000000","33440"
"Sikkim","2003","Rapeseed &Mustard","6000.000000","4200"
"Sikkim","2003","Rice","14740.000000","21190"
"Sikkim","2003","Small millets","4150.000000","3570"
"Sikkim","2003","Soyabean","3890.000000","3210"
"Sikkim","2003","Urad","3780.000000","2810"
"Sikkim","2003","Wheat","6805.000000","8686"
"Sikkim","2004","Barley","1230.000000","1520"
"Sikkim","2004","Maize","36700.000000","58280"
"Sikkim","2004","Other Cereals & Millets","2010.000000","1560"
"Sikkim","2004","Other Kharif pulses","2930.000000","2160"
"Sikkim","2004","other oilseeds","60.000000","30"
"Sikkim","2004","Rapeseed &Mustard","4290.000000","4280"
"Sikkim","2004","Rice","9070.000000","21610"
"Sikkim","2004","Small millets","4150.000000","3600"
"Sikkim","2004","Soyabean","3890.000000","2170"
"Sikkim","2004","Urad","3780.000000","2840"
"Sikkim","2004","Wheat","5740.000000","8250"
"Sikkim","2005","Barley","1230.000000","1590"
"Sikkim","2005","Maize","25450.000000","61100"
"Sikkim","2005","Other Cereals & Millets","2010.000000","1640"
"Sikkim","2005","Other Kharif pulses","2930.000000","3780"
"Sikkim","2005","other oilseeds","60.000000","50"
"Sikkim","2005","Rapeseed &Mustard","6000.000000","4500"
"Sikkim","2005","Rice","9790.000000","23690"
"Sikkim","2005","Small millets","4150.000000","11700"
"Sikkim","2005","Soyabean","2630.000000","3330"
"Sikkim","2005","Urad","774.000000","2980"
"Sikkim","2005","Wheat","5740.000000","9250"
"Sikkim","2006","Barley","1150.000000","1270"
"Sikkim","2006","Maize","40850.000000","64890"
"Sikkim","2006","Other Cereals & Millets","2040.000000","1790"
"Sikkim","2006","Other Kharif pulses","2410.000000","1378"
"Sikkim","2006","Rapeseed &Mustard","5280.000000","4060"
"Sikkim","2006","Rice","9200.000000","21450"
"Sikkim","2006","Small millets","4140.000000","3900"
"Sikkim","2006","Soyabean","3230.000000","3230"
"Sikkim","2006","Urad","3550.000000","2780"
"Sikkim","2006","Wheat","6380.000000","10360"
"Sikkim","2007","Barley","710.000000","660"
"Sikkim","2007","Maize","39770.000000","59120"
"Sikkim","2007","Other Cereals & Millets","1260.000000","960"
"Sikkim","2007","Other Kharif pulses","4610.000000","3810"
"Sikkim","2007","Rapeseed &Mustard","3270.000000","2280"
"Sikkim","2007","Rice","11860.000000","19480"
"Sikkim","2007","Small millets","3730.000000","1976"
"Sikkim","2007","Soyabean","2360.000000","2350"
"Sikkim","2007","Urad","2100.000000","1840"
"Sikkim","2007","Wheat","4460.000000","4460"
"Sikkim","2008","Barley","500.000000","470"
"Sikkim","2008","Maize","39200.000000","65740"
"Sikkim","2008","Other Cereals & Millets","5540.000000","5350"
"Sikkim","2008","Other Kharif pulses","2680.000000","2970"
"Sikkim","2008","Rapeseed &Mustard","5300.000000","4450"
"Sikkim","2008","Rice","13000.000000","22230"
"Sikkim","2008","Small millets","3760.000000","3530"
"Sikkim","2008","Soyabean","3600.000000","3160"
"Sikkim","2008","Urad","3220.000000","2826"
"Sikkim","2008","Wheat","3900.000000","3500"
"Sikkim","2009","Barley","1000.000000","920"
"Sikkim","2009","Maize","39500.000000","64690"
"Sikkim","2009","Other Cereals & Millets","5540.000000","5070"
"Sikkim","2009","Other Kharif pulses","2900.000000","3030"
"Sikkim","2009","Rapeseed &Mustard","5440.000000","4550"
"Sikkim","2009","Rice","12270.000000","20930"
"Sikkim","2009","Small millets","4250.000000","4180"
"Sikkim","2009","Soyabean","4200.000000","3650"
"Sikkim","2009","Urad","3600.000000","3030"
"Sikkim","2009","Wheat","5200.000000","4720"
"Sikkim","2010","Barley","640.000000","609"
"Sikkim","2010","Maize","40170.000000","276023"
"Sikkim","2010","Other Cereals & Millets","4390.000000","4057"
"Sikkim","2010","Other Kharif pulses","3000.000000","8618"
"Sikkim","2010","Rapeseed &Mustard","5260.000000","4164"
"Sikkim","2010","Rice","12140.000000","20973"
"Sikkim","2010","Small millets","3000.000000","2893"
"Sikkim","2010","Soyabean","4200.000000","3749"
"Sikkim","2010","Urad","3700.000000","1943"
"Sikkim","2010","Wheat","2650.000000","2710"
"Sikkim","2011","Barley","580.000000","560"
"Sikkim","2011","Maize","39950.000000","66210"
"Sikkim","2011","Other Kharif pulses","3080.000000","2870"
"Sikkim","2011","Rapeseed &Mustard","5420.000000","4340"
"Sikkim","2011","Rice","12070.000000","20880"
"Sikkim","2011","Small millets","2950.000000","2840"
"Sikkim","2011","Soyabean","3870.000000","3470"
"Sikkim","2011","Urad","3420.000000","3000"
"Sikkim","2011","Wheat","2500.000000","2650"
"Sikkim","2012","Barley","590.000000","590"
"Sikkim","2012","Maize","39970.000000","67950"
"Sikkim","2012","Other Kharif pulses","3100.000000","2920"
"Sikkim","2012","Rapeseed &Mustard","4380.000000","3500"
"Sikkim","2012","Rice","11920.000000","21340"
"Sikkim","2012","Small millets","2980.000000","2960"
"Sikkim","2012","Soyabean","3860.000000","3610"
"Sikkim","2012","Urad","3270.000000","2910"
"Sikkim","2012","Wheat","520.000000","550"
"Sikkim","2013","Barley","580.000000","592"
"Sikkim","2013","Maize","39930.000000","68825"
"Sikkim","2013","Other Kharif pulses","3020.000000","2880"
"Sikkim","2013","Rapeseed &Mustard","4070.000000","3384"
"Sikkim","2013","Rice","11158.000000","20260"
"Sikkim","2013","Small millets","2960.000000","2966"
"Sikkim","2013","Soyabean","3880.000000","3673"
"Sikkim","2013","Urad","3280.000000","2954"
"Sikkim","2013","Wheat","360.000000","385"
"Tamil Nadu","2000","Arhar/Tur","84929.000000","60293"
"Tamil Nadu","2000","Bajra","199655.000000","303245"
"Tamil Nadu","2000","Banana","77485.000000","2473512"
"Tamil Nadu","2000","Black pepper","1640.000000","449"
"Tamil Nadu","2000","Cardamom","2144.000000","204"
"Tamil Nadu","2000","Cashewnut","88123.000000","20348"
"Tamil Nadu","2000","Castor seed","38930.000000","12658"
"Tamil Nadu","2000","Coriander","19170.000000","4132"
"Tamil Nadu","2000","Cotton(lint)","193850.000000","325079"
"Tamil Nadu","2000","Dry chillies","66601.000000","35263"
"Tamil Nadu","2000","Dry ginger","95.000000","2515"
"Tamil Nadu","2000","Garlic","601.000000","3516"
"Tamil Nadu","2000","Gram","5688.000000","3514"
"Tamil Nadu","2000","Groundnut","825063.000000","1456648"
"Tamil Nadu","2000","Horse-gram","148579.000000","65066"
"Tamil Nadu","2000","Jowar","491681.000000","496607"
"Tamil Nadu","2000","Maize","119802.000000","193854"
"Tamil Nadu","2000","Mesta","134.000000","594"
"Tamil Nadu","2000","Moong(Green Gram)","198603.000000","90864"
"Tamil Nadu","2000","Onion","29822.000000","265887"
"Tamil Nadu","2000","Other Cereals & Millets","87384.000000","75741"
"Tamil Nadu","2000","Other Kharif pulses","167657.000000","33762"
"Tamil Nadu","2000","Potato","2723.000000","49126"
"Tamil Nadu","2000","Ragi","165144.000000","283091"
"Tamil Nadu","2000","Rapeseed &Mustard","753.000000","185"
"Tamil Nadu","2000","Rice","2113344.000000","7217903"
"Tamil Nadu","2000","Sannhamp","10538.000000","7681"
"Tamil Nadu","2000","Sesamum","177943.000000","100187"
"Tamil Nadu","2000","Sugarcane","317473.000000","34062855"
"Tamil Nadu","2000","Sunflower","13345.000000","14389"
"Tamil Nadu","2000","Sweet potato","916.000000","10581"
"Tamil Nadu","2000","Tapioca","109681.000000","4017008"
"Tamil Nadu","2000","Tobacco","5926.000000","9225"
"Tamil Nadu","2000","Turmeric","28675.000000","149252"
"Tamil Nadu","2000","Urad","503982.000000","244412"
"Tamil Nadu","2000","Wheat","124.000000","60"
"Tamil Nadu","2001","Arhar/Tur","63613.000000","41420.1"
"Tamil Nadu","2001","Bajra","125093.000000","152971"
"Tamil Nadu","2001","Cotton(lint)","164169.000000","229732"
"Tamil Nadu","2001","Groundnut","662982.000000","1249630"
"Tamil Nadu","2001","Jowar","317233.000000","274842"
"Tamil Nadu","2001","Moong(Green Gram)","128995.000000","53470.1"
"Tamil Nadu","2001","Ragi","124958.000000","235311"
"Tamil Nadu","2001","Rice","2059878.000000","6583630"
"Tamil Nadu","2001","Sesamum","83848.000000","45991"
"Tamil Nadu","2001","Sugarcane","321173.000000","32614900"
"Tamil Nadu","2001","Sunflower","6607.000000","8530"
"Tamil Nadu","2001","Urad","266123.000000","104320"
"Tamil Nadu","2002","Apple","4.000000","0"
"Tamil Nadu","2002","Arecanut","4956.000000","0"
"Tamil Nadu","2002","Arhar/Tur","44127.000000","24067"
"Tamil Nadu","2002","Ash Gourd","744.000000","0"
"Tamil Nadu","2002","Bajra","102020.000000","88682"
"Tamil Nadu","2002","Banana","76771.000000","2836916"
"Tamil Nadu","2002","Beans & Mutter(Vegetable)","2606.000000","0"
"Tamil Nadu","2002","Beet Root","925.000000","0"
"Tamil Nadu","2002","Ber","101.000000","0"
"Tamil Nadu","2002","Bhindi","5302.000000","39500"
"Tamil Nadu","2002","Bitter Gourd","985.000000","0"
"Tamil Nadu","2002","Bottle Gourd","100.000000","0"
"Tamil Nadu","2002","Brinjal","7791.000000","59404"
"Tamil Nadu","2002","Cabbage","2151.000000","126268"
"Tamil Nadu","2002","Carrot","2334.000000","0"
"Tamil Nadu","2002","Cashewnut","95217.000000","35885"
"Tamil Nadu","2002","Castor seed","17749.000000","5600"
"Tamil Nadu","2002","Cauliflower","479.000000","0"
"Tamil Nadu","2002","Citrus Fruit","7722.000000","8561"
"Tamil Nadu","2002","Coconut ","345825.000000","2860700"
"Tamil Nadu","2002","Coriander","25326.000000","4707.1"
"Tamil Nadu","2002","Cotton(lint)","75572.000000","83542"
"Tamil Nadu","2002","Cucumber","721.000000","0"
"Tamil Nadu","2002","Drum Stick","5495.000000","0"
"Tamil Nadu","2002","Dry chillies","68566.000000","40646"
"Tamil Nadu","2002","Dry ginger","416.000000","6665"
"Tamil Nadu","2002","Garlic","565.000000","3378"
"Tamil Nadu","2002","Gram","6199.000000","4172"
"Tamil Nadu","2002","Grapes","2444.000000","35665"
"Tamil Nadu","2002","Groundnut","502090.000000","717403"
"Tamil Nadu","2002","Horse-gram","81711.000000","20782"
"Tamil Nadu","2002","Jack Fruit","2744.000000","31064"
"Tamil Nadu","2002","Jowar","319607.000000","213639"
"Tamil Nadu","2002","Korra","1024.000000","519"
"Tamil Nadu","2002","Lab-Lab","1466.000000","0"
"Tamil Nadu","2002","Litchi","4.000000","0"
"Tamil Nadu","2002","Maize","121057.000000","191646"
"Tamil Nadu","2002","Mango","111958.000000","756495"
"Tamil Nadu","2002","Moong(Green Gram)","112812.000000","48053"
"Tamil Nadu","2002","Onion","23492.000000","198715"
"Tamil Nadu","2002","Orange","2565.000000","3980"
"Tamil Nadu","2002","Other Citrus Fruit","1605.000000","0"
"Tamil Nadu","2002","Other Fresh Fruits","4287.000000","0"
"Tamil Nadu","2002","Other Kharif pulses","121255.000000","24850"
"Tamil Nadu","2002","Other Vegetables","5115.000000","5"
"Tamil Nadu","2002","Papaya","305.000000","0"
"Tamil Nadu","2002","Peach","19.000000","0"
"Tamil Nadu","2002","Pear","1296.000000","0"
"Tamil Nadu","2002","Pineapple","1240.000000","38374"
"Tamil Nadu","2002","Plums","378.000000","0"
"Tamil Nadu","2002","Pome Fruit","9479.000000","49594"
"Tamil Nadu","2002","Pome Granet","651.000000","0"
"Tamil Nadu","2002","Potato","4537.000000","73362"
"Tamil Nadu","2002","Pump Kin","890.000000","0"
"Tamil Nadu","2002","Ragi","104286.000000","140169"
"Tamil Nadu","2002","Rapeseed &Mustard","585.000000","142.1"
"Tamil Nadu","2002","Redish","818.000000","0"
"Tamil Nadu","2002","Ribed Guard","376.000000","0"
"Tamil Nadu","2002","Rice","1516537.000000","3577108"
"Tamil Nadu","2002","Samai","42919.000000","31032"
"Tamil Nadu","2002","Sesamum","64481.000000","28047"
"Tamil Nadu","2002","Small millets","7348.000000","4137"
"Tamil Nadu","2002","Snak Guard","702.000000","0"
"Tamil Nadu","2002","Sugarcane","261416.000000","24165390"
"Tamil Nadu","2002","Sunflower","7709.000000","8908"
"Tamil Nadu","2002","Sweet potato","814.000000","11121"
"Tamil Nadu","2002","Tapioca","67951.000000","2146534"
"Tamil Nadu","2002","Tobacco","8213.000000","12630"
"Tamil Nadu","2002","Tomato","23096.000000","284499"
"Tamil Nadu","2002","Turmeric","17298.000000","64536"
"Tamil Nadu","2002","Turnip","62.000000","0"
"Tamil Nadu","2002","Urad","196888.000000","78555"
"Tamil Nadu","2002","Varagu","14177.000000","15789"
"Tamil Nadu","2002","Water Melon","1748.000000","0"
"Tamil Nadu","2002","Wheat","17.000000","0"
"Tamil Nadu","2002","Yam","910.000000","0"
"Tamil Nadu","2003","Apple","5.000000","0"
"Tamil Nadu","2003","Arecanut","5219.000000","0"
"Tamil Nadu","2003","Arhar/Tur","44914.000000","27475"
"Tamil Nadu","2003","Ash Gourd","900.000000","0"
"Tamil Nadu","2003","Bajra","158851.000000","172342"
"Tamil Nadu","2003","Banana","71088.000000","2514729"
"Tamil Nadu","2003","Beans & Mutter(Vegetable)","2217.000000","0"
"Tamil Nadu","2003","Beet Root","647.000000","0"
"Tamil Nadu","2003","Ber","17.000000","0"
"Tamil Nadu","2003","Bhindi","5465.000000","38269"
"Tamil Nadu","2003","Bitter Gourd","948.000000","0"
"Tamil Nadu","2003","Black pepper","4179.000000","933"
"Tamil Nadu","2003","Bottle Gourd","107.000000","0"
"Tamil Nadu","2003","Brinjal","9034.000000","100996"
"Tamil Nadu","2003","Cabbage","1181.000000","75074"
"Tamil Nadu","2003","Cardamom","5221.000000","478"
"Tamil Nadu","2003","Carrot","1970.000000","0"
"Tamil Nadu","2003","Cashewnut","102763.000000","39380"
"Tamil Nadu","2003","Castor seed","8720.000000","2975"
"Tamil Nadu","2003","Cauliflower","411.000000","0"
"Tamil Nadu","2003","Citrus Fruit","7932.000000","8282"
"Tamil Nadu","2003","Coconut ","352710.000000","2560500"
"Tamil Nadu","2003","Coriander","27722.000000","8052"
"Tamil Nadu","2003","Cotton(lint)","97777.000000","119687"
"Tamil Nadu","2003","Cucumber","590.000000","0"
"Tamil Nadu","2003","Drum Stick","6154.000000","8"
"Tamil Nadu","2003","Dry chillies","75206.000000","40067"
"Tamil Nadu","2003","Dry ginger","395.000000","5599"
"Tamil Nadu","2003","Garlic","595.000000","3411"
"Tamil Nadu","2003","Gram","6625.000000","4349"
"Tamil Nadu","2003","Grapes","2484.000000","59893"
"Tamil Nadu","2003","Groundnut","591696.000000","918241"
"Tamil Nadu","2003","Horse-gram","68092.000000","18240"
"Tamil Nadu","2003","Jack Fruit","2687.000000","25962"
"Tamil Nadu","2003","Jowar","401607.000000","245933"
"Tamil Nadu","2003","Korra","2210.000000","1091"
"Tamil Nadu","2003","Lab-Lab","3402.000000","0"
"Tamil Nadu","2003","Litchi","21.000000","0"
"Tamil Nadu","2003","Maize","160159.000000","250992"
"Tamil Nadu","2003","Mango","114926.000000","615370"
"Tamil Nadu","2003","Moong(Green Gram)","125690.000000","53315"
"Tamil Nadu","2003","Onion","23452.000000","211173"
"Tamil Nadu","2003","Orange","2718.000000","5334"
"Tamil Nadu","2003","Other Citrus Fruit","2474.000000","0"
"Tamil Nadu","2003","Other Fresh Fruits","5003.000000","0"
"Tamil Nadu","2003","Other Kharif pulses","105792.000000","21757"
"Tamil Nadu","2003","Other Vegetables","4539.000000","0"
"Tamil Nadu","2003","Papaya","391.000000","0"
"Tamil Nadu","2003","Peach","23.000000","0"
"Tamil Nadu","2003","Pear","1380.000000","0"
